Loan_ID,Customer_ID,Loan_Type
LOAN_012217,CUST03629,Not Specified
LOAN_012218,CUST03629,Home Equity Loan
LOAN_012219,CUST03629,Debt Consolidation Loan
LOAN_012220,CUST03629,Home Equity Loan
LOAN_012221,CUST03630,Student Loan
LOAN_012222,CUST03630,Home Equity Loan
LOAN_012223,CUST03630,Student Loan
LOAN_012224,CUST03630,Credit-Builder Loan
LOAN_012225,CUST03630,Debt Consolidation Loan
LOAN_012226,CUST03630,Mortgage Loan
LOAN_012227,CUST03631,No Loan
LOAN_012228,CUST03632,Not Specified
LOAN_012229,CUST03632,Auto Loan
LOAN_012230,CUST03632,Payday Loan
LOAN_012231,CUST03633,Payday Loan
LOAN_012232,CUST03633,Student Loan
LOAN_012233,CUST03634,Credit-Builder Loan
LOAN_012234,CUST03634,Debt Consolidation Loan
LOAN_012235,CUST03634,Mortgage Loan
LOAN_012236,CUST03635,Personal Loan
LOAN_012237,CUST03635,Home Equity Loan
LOAN_012238,CUST03635,Home Equity Loan
LOAN_012239,CUST03636,Student Loan
LOAN_012240,CUST03636,Auto Loan
LOAN_012241,CUST03638,Auto Loan
LOAN_012242,CUST03638,Not Specified
LOAN_012243,CUST03639,No Loan
LOAN_012244,CUST03640,Home Equity Loan
LOAN_012245,CUST03640,Home Equity Loan
LOAN_012246,CUST03640,Credit-Builder Loan
LOAN_012247,CUST03640,Personal Loan
LOAN_012248,CUST03641,No Loan
LOAN_012249,CUST03642,Mortgage Loan
LOAN_012250,CUST03642,Auto Loan
LOAN_012251,CUST03642,Student Loan
LOAN_012252,CUST03642,Personal Loan
LOAN_012253,CUST03642,Payday Loan
LOAN_012254,CUST03642,Debt Consolidation Loan
LOAN_012255,CUST03642,Payday Loan
LOAN_012256,CUST03642,Payday Loan
LOAN_012257,CUST03643,Debt Consolidation Loan
LOAN_012258,CUST03643,Student Loan
LOAN_012259,CUST03644,Credit-Builder Loan
LOAN_012260,CUST03644,Student Loan
LOAN_012261,CUST03644,Student Loan
LOAN_012262,CUST03644,Home Equity Loan
LOAN_012263,CUST03644,Credit-Builder Loan
LOAN_012264,CUST03644,Student Loan
LOAN_012265,CUST03644,Debt Consolidation Loan
LOAN_012266,CUST03644,Personal Loan
LOAN_012267,CUST03644,Payday Loan
LOAN_012268,CUST03645,Payday Loan
LOAN_012269,CUST03645,Home Equity Loan
LOAN_012270,CUST03646,Mortgage Loan
LOAN_012271,CUST03646,Personal Loan
LOAN_012272,CUST03646,Credit-Builder Loan
LOAN_012273,CUST03646,Mortgage Loan
LOAN_012274,CUST03646,Personal Loan
LOAN_012275,CUST03646,Payday Loan
LOAN_012276,CUST03646,Personal Loan
LOAN_012277,CUST03646,Not Specified
LOAN_012278,CUST03646,Student Loan
LOAN_012279,CUST03647,Debt Consolidation Loan
LOAN_012280,CUST03647,Mortgage Loan
LOAN_012281,CUST03647,Personal Loan
LOAN_012282,CUST03647,Credit-Builder Loan
LOAN_012283,CUST03647,Mortgage Loan
LOAN_012284,CUST03647,Auto Loan
LOAN_012285,CUST03647,Student Loan
LOAN_012286,CUST03647,Auto Loan
LOAN_012287,CUST03647,Auto Loan
LOAN_012288,CUST03650,No Loan
LOAN_012289,CUST03651,Personal Loan
LOAN_012290,CUST03651,Debt Consolidation Loan
LOAN_012291,CUST03651,Home Equity Loan
LOAN_012292,CUST03651,Auto Loan
LOAN_012293,CUST03651,Debt Consolidation Loan
LOAN_012294,CUST03651,Auto Loan
LOAN_012295,CUST03651,Payday Loan
LOAN_012296,CUST03652,Personal Loan
LOAN_012297,CUST03652,Auto Loan
LOAN_012298,CUST03652,Payday Loan
LOAN_012299,CUST03653,No Loan
LOAN_012300,CUST03654,Debt Consolidation Loan
LOAN_012301,CUST03654,Credit-Builder Loan
LOAN_012302,CUST03654,Payday Loan
LOAN_012303,CUST03654,Student Loan
LOAN_012304,CUST03655,Home Equity Loan
LOAN_012305,CUST03656,Debt Consolidation Loan
LOAN_012306,CUST03656,Credit-Builder Loan
LOAN_012307,CUST03656,Home Equity Loan
LOAN_012308,CUST03657,Auto Loan
LOAN_012309,CUST03658,Not Specified
LOAN_012310,CUST03658,Student Loan
LOAN_012311,CUST03658,Not Specified
LOAN_012312,CUST03658,Debt Consolidation Loan
LOAN_012313,CUST03659,Mortgage Loan
LOAN_012314,CUST03660,Student Loan
LOAN_012315,CUST03660,Credit-Builder Loan
LOAN_012316,CUST03661,Personal Loan
LOAN_012317,CUST03661,Debt Consolidation Loan
LOAN_012318,CUST03661,Mortgage Loan
LOAN_012319,CUST03661,Auto Loan
LOAN_012320,CUST03662,Credit-Builder Loan
LOAN_012321,CUST03662,Personal Loan
LOAN_012322,CUST03662,Credit-Builder Loan
LOAN_012323,CUST03662,Credit-Builder Loan
LOAN_012324,CUST03663,Student Loan
LOAN_012325,CUST03663,Payday Loan
LOAN_012326,CUST03663,Payday Loan
LOAN_012327,CUST03663,Credit-Builder Loan
LOAN_012328,CUST03663,Personal Loan
LOAN_012329,CUST03663,Auto Loan
LOAN_012330,CUST03664,Payday Loan
LOAN_012331,CUST03664,Mortgage Loan
LOAN_012332,CUST03664,Payday Loan
LOAN_012333,CUST03664,Credit-Builder Loan
LOAN_012334,CUST03664,Not Specified
LOAN_012335,CUST03664,Payday Loan
LOAN_012336,CUST03664,Student Loan
LOAN_012337,CUST03664,Credit-Builder Loan
LOAN_012338,CUST03664,Auto Loan
LOAN_012339,CUST03665,Payday Loan
LOAN_012340,CUST03665,Student Loan
LOAN_012341,CUST03665,Not Specified
LOAN_012342,CUST03665,Home Equity Loan
LOAN_012343,CUST03666,Debt Consolidation Loan
LOAN_012344,CUST03666,Not Specified
LOAN_012345,CUST03666,Auto Loan
LOAN_012346,CUST03666,Payday Loan
LOAN_012347,CUST03666,Payday Loan
LOAN_012348,CUST03666,Mortgage Loan
LOAN_012349,CUST03666,Auto Loan
LOAN_012350,CUST03666,Debt Consolidation Loan
LOAN_012351,CUST03666,Payday Loan
LOAN_012352,CUST03667,No Loan
LOAN_012353,CUST03668,Credit-Builder Loan
LOAN_012354,CUST03668,Debt Consolidation Loan
LOAN_012355,CUST03669,Debt Consolidation Loan
LOAN_012356,CUST03669,Student Loan
LOAN_012357,CUST03669,Student Loan
LOAN_012358,CUST03669,Student Loan
LOAN_012359,CUST03669,Home Equity Loan
LOAN_012360,CUST03670,Payday Loan
LOAN_012361,CUST03670,Personal Loan
LOAN_012362,CUST03671,Personal Loan
LOAN_012363,CUST03671,Personal Loan
LOAN_012364,CUST03672,No Loan
LOAN_012365,CUST03673,Not Specified
LOAN_012366,CUST03673,Mortgage Loan
LOAN_012367,CUST03674,Student Loan
LOAN_012368,CUST03674,Mortgage Loan
LOAN_012369,CUST03675,Payday Loan
LOAN_012370,CUST03675,Not Specified
LOAN_012371,CUST03675,Mortgage Loan
LOAN_012372,CUST03676,Home Equity Loan
LOAN_012373,CUST03677,Debt Consolidation Loan
LOAN_012374,CUST03677,Personal Loan
LOAN_012375,CUST03678,Debt Consolidation Loan
LOAN_012376,CUST03678,Student Loan
LOAN_012377,CUST03678,Credit-Builder Loan
LOAN_012378,CUST03678,Home Equity Loan
LOAN_012379,CUST03679,Personal Loan
LOAN_012380,CUST03679,Credit-Builder Loan
LOAN_012381,CUST03680,Student Loan
LOAN_012382,CUST03680,Debt Consolidation Loan
LOAN_012383,CUST03680,Credit-Builder Loan
LOAN_012384,CUST03680,Auto Loan
LOAN_012385,CUST03681,Auto Loan
LOAN_012386,CUST03681,Home Equity Loan
LOAN_012387,CUST03682,Mortgage Loan
LOAN_012388,CUST03682,Auto Loan
LOAN_012389,CUST03682,Personal Loan
LOAN_012390,CUST03682,Student Loan
LOAN_012391,CUST03683,Student Loan
LOAN_012392,CUST03684,Home Equity Loan
LOAN_012393,CUST03685,No Loan
LOAN_012394,CUST03686,Payday Loan
LOAN_012395,CUST03686,Student Loan
LOAN_012396,CUST03687,Payday Loan
LOAN_012397,CUST03687,Auto Loan
LOAN_012398,CUST03687,Debt Consolidation Loan
LOAN_012399,CUST03687,Payday Loan
LOAN_012400,CUST03687,Home Equity Loan
LOAN_012401,CUST03687,Credit-Builder Loan
LOAN_012402,CUST03687,Credit-Builder Loan
LOAN_012403,CUST03687,Home Equity Loan
LOAN_012404,CUST03688,Auto Loan
LOAN_012405,CUST03688,Payday Loan
LOAN_012406,CUST03688,Debt Consolidation Loan
LOAN_012407,CUST03688,Home Equity Loan
LOAN_012408,CUST03688,Student Loan
LOAN_012409,CUST03688,Student Loan
LOAN_012410,CUST03689,Home Equity Loan
LOAN_012411,CUST03689,Not Specified
LOAN_012412,CUST03690,Not Specified
LOAN_012413,CUST03690,Personal Loan
LOAN_012414,CUST03690,Debt Consolidation Loan
LOAN_012415,CUST03691,Mortgage Loan
LOAN_012416,CUST03691,Credit-Builder Loan
LOAN_012417,CUST03692,Personal Loan
LOAN_012418,CUST03693,No Loan
LOAN_012419,CUST03694,Student Loan
LOAN_012420,CUST03694,Payday Loan
LOAN_012421,CUST03694,Debt Consolidation Loan
LOAN_012422,CUST03695,Personal Loan
LOAN_012423,CUST03696,Not Specified
LOAN_012424,CUST03696,Debt Consolidation Loan
LOAN_012425,CUST03697,Debt Consolidation Loan
LOAN_012426,CUST03697,Payday Loan
LOAN_012427,CUST03697,Personal Loan
LOAN_012428,CUST03699,Not Specified
LOAN_012429,CUST03699,Credit-Builder Loan
LOAN_012430,CUST03699,Payday Loan
LOAN_012431,CUST03699,Home Equity Loan
LOAN_012432,CUST03699,Home Equity Loan
LOAN_012433,CUST03699,Payday Loan
LOAN_012434,CUST03699,Not Specified
LOAN_012435,CUST03699,Auto Loan
LOAN_012436,CUST03701,Payday Loan
LOAN_012437,CUST03701,Auto Loan
LOAN_012438,CUST03701,Auto Loan
LOAN_012439,CUST03702,Student Loan
LOAN_012440,CUST03702,Credit-Builder Loan
LOAN_012441,CUST03703,Mortgage Loan
LOAN_012442,CUST03703,Not Specified
LOAN_012443,CUST03704,No Loan
LOAN_012444,CUST03705,Not Specified
LOAN_012445,CUST03705,Payday Loan
LOAN_012446,CUST03705,Auto Loan
LOAN_012447,CUST03705,Home Equity Loan
LOAN_012448,CUST03705,Debt Consolidation Loan
LOAN_012449,CUST03705,Student Loan
LOAN_012450,CUST03705,Not Specified
LOAN_012451,CUST03706,Home Equity Loan
LOAN_012452,CUST03706,Credit-Builder Loan
LOAN_012453,CUST03707,Payday Loan
LOAN_012454,CUST03708,Credit-Builder Loan
LOAN_012455,CUST03709,Student Loan
LOAN_012456,CUST03709,Personal Loan
LOAN_012457,CUST03709,Credit-Builder Loan
LOAN_012458,CUST03709,Mortgage Loan
LOAN_012459,CUST03709,Home Equity Loan
LOAN_012460,CUST03710,Auto Loan
LOAN_012461,CUST03710,Personal Loan
LOAN_012462,CUST03711,Auto Loan
LOAN_012463,CUST03711,Home Equity Loan
LOAN_012464,CUST03712,Personal Loan
LOAN_012465,CUST03712,Credit-Builder Loan
LOAN_012466,CUST03712,Payday Loan
LOAN_012467,CUST03712,Payday Loan
LOAN_012468,CUST03713,Auto Loan
LOAN_012469,CUST03713,Personal Loan
LOAN_012470,CUST03713,Payday Loan
LOAN_012471,CUST03714,Student Loan
LOAN_012472,CUST03714,Home Equity Loan
LOAN_012473,CUST03715,Home Equity Loan
LOAN_012474,CUST03715,Credit-Builder Loan
LOAN_012475,CUST03715,Home Equity Loan
LOAN_012476,CUST03716,No Loan
LOAN_012477,CUST03717,Not Specified
LOAN_012478,CUST03718,Debt Consolidation Loan
LOAN_012479,CUST03719,Personal Loan
LOAN_012480,CUST03719,Payday Loan
LOAN_012481,CUST03719,Auto Loan
LOAN_012482,CUST03719,Debt Consolidation Loan
LOAN_012483,CUST03719,Not Specified
LOAN_012484,CUST03721,Personal Loan
LOAN_012485,CUST03721,Mortgage Loan
LOAN_012486,CUST03721,Debt Consolidation Loan
LOAN_012487,CUST03722,Auto Loan
LOAN_012488,CUST03722,Mortgage Loan
LOAN_012489,CUST03722,Payday Loan
LOAN_012490,CUST03723,Mortgage Loan
LOAN_012491,CUST03724,Not Specified
LOAN_012492,CUST03724,Payday Loan
LOAN_012493,CUST03724,Credit-Builder Loan
LOAN_012494,CUST03724,Mortgage Loan
LOAN_012495,CUST03724,Not Specified
LOAN_012496,CUST03724,Auto Loan
LOAN_012497,CUST03725,Debt Consolidation Loan
LOAN_012498,CUST03726,Mortgage Loan
LOAN_012499,CUST03726,Mortgage Loan
LOAN_012500,CUST03726,Payday Loan
LOAN_012501,CUST03726,Mortgage Loan
LOAN_012502,CUST03727,Payday Loan
LOAN_012503,CUST03727,Payday Loan
LOAN_012504,CUST03727,Mortgage Loan
LOAN_012505,CUST03727,Home Equity Loan
LOAN_012506,CUST03727,Home Equity Loan
LOAN_012507,CUST03727,Student Loan
LOAN_012508,CUST03728,Home Equity Loan
LOAN_012509,CUST03728,Debt Consolidation Loan
LOAN_012510,CUST03729,Payday Loan
LOAN_012511,CUST03730,Student Loan
LOAN_012512,CUST03730,Home Equity Loan
LOAN_012513,CUST03730,Debt Consolidation Loan
LOAN_012514,CUST03730,Not Specified
LOAN_012515,CUST03730,Home Equity Loan
LOAN_012516,CUST03730,Home Equity Loan
LOAN_012517,CUST03730,Mortgage Loan
LOAN_012518,CUST03730,Credit-Builder Loan
LOAN_012519,CUST03731,Mortgage Loan
LOAN_012520,CUST03731,Debt Consolidation Loan
LOAN_012521,CUST03731,Home Equity Loan
LOAN_012522,CUST03732,No Loan
LOAN_012523,CUST03733,Personal Loan
LOAN_012524,CUST03734,No Loan
LOAN_012525,CUST03735,Student Loan
LOAN_012526,CUST03735,Credit-Builder Loan
LOAN_012527,CUST03735,Student Loan
LOAN_012528,CUST03735,Not Specified
LOAN_012529,CUST03735,Home Equity Loan
LOAN_012530,CUST03736,Mortgage Loan
LOAN_012531,CUST03736,Personal Loan
LOAN_012532,CUST03736,Payday Loan
LOAN_012533,CUST03736,Personal Loan
LOAN_012534,CUST03736,Home Equity Loan
LOAN_012535,CUST03737,Student Loan
LOAN_012536,CUST03737,Credit-Builder Loan
LOAN_012537,CUST03737,Mortgage Loan
LOAN_012538,CUST03737,Payday Loan
LOAN_012539,CUST03737,Home Equity Loan
LOAN_012540,CUST03737,Home Equity Loan
LOAN_012541,CUST03738,Payday Loan
LOAN_012542,CUST03739,Not Specified
LOAN_012543,CUST03739,Home Equity Loan
LOAN_012544,CUST03739,Mortgage Loan
LOAN_012545,CUST03739,Debt Consolidation Loan
LOAN_012546,CUST03739,Student Loan
LOAN_012547,CUST03740,Home Equity Loan
LOAN_012548,CUST03741,Student Loan
LOAN_012549,CUST03741,Home Equity Loan
LOAN_012550,CUST03742,Debt Consolidation Loan
LOAN_012551,CUST03742,Mortgage Loan
LOAN_012552,CUST03742,Debt Consolidation Loan
LOAN_012553,CUST03743,Not Specified
LOAN_012554,CUST03743,Credit-Builder Loan
LOAN_012555,CUST03743,Student Loan
LOAN_012556,CUST03743,Credit-Builder Loan
LOAN_012557,CUST03743,Debt Consolidation Loan
LOAN_012558,CUST03744,Payday Loan
LOAN_012559,CUST03744,Payday Loan
LOAN_012560,CUST03744,Debt Consolidation Loan
LOAN_012561,CUST03745,Payday Loan
LOAN_012562,CUST03745,Not Specified
LOAN_012563,CUST03745,Payday Loan
LOAN_012564,CUST03746,Mortgage Loan
LOAN_012565,CUST03746,Student Loan
LOAN_012566,CUST03746,Debt Consolidation Loan
LOAN_012567,CUST03746,Auto Loan
LOAN_012568,CUST03747,No Loan
LOAN_012569,CUST03748,No Loan
LOAN_012570,CUST03750,Not Specified
LOAN_012571,CUST03750,Not Specified
LOAN_012572,CUST03750,Credit-Builder Loan
LOAN_012573,CUST03751,Personal Loan
LOAN_012574,CUST03751,Credit-Builder Loan
LOAN_012575,CUST03751,Credit-Builder Loan
LOAN_012576,CUST03751,Payday Loan
LOAN_012577,CUST03751,Auto Loan
LOAN_012578,CUST03752,Personal Loan
LOAN_012579,CUST03752,Credit-Builder Loan
LOAN_012580,CUST03752,Personal Loan
LOAN_012581,CUST03752,Personal Loan
LOAN_012582,CUST03752,Auto Loan
LOAN_012583,CUST03752,Student Loan
LOAN_012584,CUST03752,Home Equity Loan
LOAN_012585,CUST03753,Debt Consolidation Loan
LOAN_012586,CUST03754,Personal Loan
LOAN_012587,CUST03754,Personal Loan
LOAN_012588,CUST03754,Not Specified
LOAN_012589,CUST03754,Personal Loan
LOAN_012590,CUST03755,Mortgage Loan
LOAN_012591,CUST03755,Payday Loan
LOAN_012592,CUST03755,Student Loan
LOAN_012593,CUST03755,Personal Loan
LOAN_012594,CUST03756,Debt Consolidation Loan
LOAN_012595,CUST03756,Not Specified
LOAN_012596,CUST03756,Debt Consolidation Loan
LOAN_012597,CUST03756,Auto Loan
LOAN_012598,CUST03756,Personal Loan
LOAN_012599,CUST03756,Personal Loan
LOAN_012600,CUST03756,Credit-Builder Loan
LOAN_012601,CUST03757,Student Loan
LOAN_012602,CUST03759,Payday Loan
LOAN_012603,CUST03759,Debt Consolidation Loan
LOAN_012604,CUST03759,Debt Consolidation Loan
LOAN_012605,CUST03759,Auto Loan
LOAN_012606,CUST03760,Not Specified
LOAN_012607,CUST03760,Credit-Builder Loan
LOAN_012608,CUST03761,Mortgage Loan
LOAN_012609,CUST03761,Auto Loan
LOAN_012610,CUST03761,Payday Loan
LOAN_012611,CUST03761,Auto Loan
LOAN_012612,CUST03761,Debt Consolidation Loan
LOAN_012613,CUST03761,Personal Loan
LOAN_012614,CUST03761,Debt Consolidation Loan
LOAN_012615,CUST03764,Payday Loan
LOAN_012616,CUST03764,Mortgage Loan
LOAN_012617,CUST03764,Payday Loan
LOAN_012618,CUST03764,Debt Consolidation Loan
LOAN_012619,CUST03765,Payday Loan
LOAN_012620,CUST03765,Student Loan
LOAN_012621,CUST03765,Auto Loan
LOAN_012622,CUST03765,Debt Consolidation Loan
LOAN_012623,CUST03766,Mortgage Loan
LOAN_012624,CUST03766,Home Equity Loan
LOAN_012625,CUST03766,Not Specified
LOAN_012626,CUST03766,Mortgage Loan
LOAN_012627,CUST03767,Payday Loan
LOAN_012628,CUST03767,Student Loan
LOAN_012629,CUST03767,Auto Loan
LOAN_012630,CUST03768,Student Loan
LOAN_012631,CUST03768,Payday Loan
LOAN_012632,CUST03769,Debt Consolidation Loan
LOAN_012633,CUST03769,Payday Loan
LOAN_012634,CUST03769,Payday Loan
LOAN_012635,CUST03769,Auto Loan
LOAN_012636,CUST03770,Personal Loan
LOAN_012637,CUST03770,Auto Loan
LOAN_012638,CUST03770,Personal Loan
LOAN_012639,CUST03771,Payday Loan
LOAN_012640,CUST03771,Debt Consolidation Loan
LOAN_012641,CUST03771,Credit-Builder Loan
LOAN_012642,CUST03772,Auto Loan
LOAN_012643,CUST03772,Personal Loan
LOAN_012644,CUST03772,Personal Loan
LOAN_012645,CUST03772,Credit-Builder Loan
LOAN_012646,CUST03772,Auto Loan
LOAN_012647,CUST03772,Auto Loan
LOAN_012648,CUST03772,Home Equity Loan
LOAN_012649,CUST03773,Credit-Builder Loan
LOAN_012650,CUST03773,Not Specified
LOAN_012651,CUST03773,Mortgage Loan
LOAN_012652,CUST03773,Payday Loan
LOAN_012653,CUST03774,No Loan
LOAN_012654,CUST03775,Payday Loan
LOAN_012655,CUST03775,Mortgage Loan
LOAN_012656,CUST03775,Mortgage Loan
LOAN_012657,CUST03776,No Loan
LOAN_012658,CUST03777,Not Specified
LOAN_012659,CUST03777,Student Loan
LOAN_012660,CUST03777,Home Equity Loan
LOAN_012661,CUST03777,Debt Consolidation Loan
LOAN_012662,CUST03777,Payday Loan
LOAN_012663,CUST03778,Personal Loan
LOAN_012664,CUST03778,Auto Loan
LOAN_012665,CUST03778,Student Loan
LOAN_012666,CUST03778,Payday Loan
LOAN_012667,CUST03780,Payday Loan
LOAN_012668,CUST03780,Student Loan
LOAN_012669,CUST03780,Credit-Builder Loan
LOAN_012670,CUST03781,Personal Loan
LOAN_012671,CUST03782,Auto Loan
LOAN_012672,CUST03782,Not Specified
LOAN_012673,CUST03782,Home Equity Loan
LOAN_012674,CUST03782,Mortgage Loan
LOAN_012675,CUST03782,Auto Loan
LOAN_012676,CUST03782,Auto Loan
LOAN_012677,CUST03782,Debt Consolidation Loan
LOAN_012678,CUST03783,Auto Loan
LOAN_012679,CUST03783,Mortgage Loan
LOAN_012680,CUST03784,No Loan
LOAN_012681,CUST03785,Personal Loan
LOAN_012682,CUST03785,Credit-Builder Loan
LOAN_012683,CUST03786,Not Specified
LOAN_012684,CUST03786,Payday Loan
LOAN_012685,CUST03787,Mortgage Loan
LOAN_012686,CUST03787,Personal Loan
LOAN_012687,CUST03787,Debt Consolidation Loan
LOAN_012688,CUST03787,Payday Loan
LOAN_012689,CUST03787,Home Equity Loan
LOAN_012690,CUST03787,Payday Loan
LOAN_012691,CUST03787,Not Specified
LOAN_012692,CUST03787,Mortgage Loan
LOAN_012693,CUST03787,Auto Loan
LOAN_012694,CUST03788,Credit-Builder Loan
LOAN_012695,CUST03788,Debt Consolidation Loan
LOAN_012696,CUST03789,Auto Loan
LOAN_012697,CUST03789,Mortgage Loan
LOAN_012698,CUST03789,Auto Loan
LOAN_012699,CUST03789,Personal Loan
LOAN_012700,CUST03789,Student Loan
LOAN_012701,CUST03789,Personal Loan
LOAN_012702,CUST03789,Debt Consolidation Loan
LOAN_012703,CUST03790,No Loan
LOAN_012704,CUST03791,Auto Loan
LOAN_012705,CUST03791,Not Specified
LOAN_012706,CUST03791,Not Specified
LOAN_012707,CUST03791,Auto Loan
LOAN_012708,CUST03791,Mortgage Loan
LOAN_012709,CUST03791,Home Equity Loan
LOAN_012710,CUST03791,Payday Loan
LOAN_012711,CUST03791,Personal Loan
LOAN_012712,CUST03792,Auto Loan
LOAN_012713,CUST03792,Not Specified
LOAN_012714,CUST03793,Credit-Builder Loan
LOAN_012715,CUST03794,Home Equity Loan
LOAN_012716,CUST03794,Credit-Builder Loan
LOAN_012717,CUST03796,Payday Loan
LOAN_012718,CUST03796,Auto Loan
LOAN_012719,CUST03796,Personal Loan
LOAN_012720,CUST03796,Auto Loan
LOAN_012721,CUST03796,Auto Loan
LOAN_012722,CUST03796,Debt Consolidation Loan
LOAN_012723,CUST03796,Auto Loan
LOAN_012724,CUST03797,Debt Consolidation Loan
LOAN_012725,CUST03797,Credit-Builder Loan
LOAN_012726,CUST03797,Credit-Builder Loan
LOAN_012727,CUST03798,No Loan
LOAN_012728,CUST03799,Student Loan
LOAN_012729,CUST03799,Credit-Builder Loan
LOAN_012730,CUST03799,Home Equity Loan
LOAN_012731,CUST03800,Payday Loan
LOAN_012732,CUST03800,Debt Consolidation Loan
LOAN_012733,CUST03800,Mortgage Loan
LOAN_012734,CUST03801,Payday Loan
LOAN_012735,CUST03801,Debt Consolidation Loan
LOAN_012736,CUST03801,Debt Consolidation Loan
LOAN_012737,CUST03801,Debt Consolidation Loan
LOAN_012738,CUST03802,Not Specified
LOAN_012739,CUST03802,Payday Loan
LOAN_012740,CUST03803,Payday Loan
LOAN_012741,CUST03803,Student Loan
LOAN_012742,CUST03804,Home Equity Loan
LOAN_012743,CUST03804,Student Loan
LOAN_012744,CUST03804,Debt Consolidation Loan
LOAN_012745,CUST03804,Payday Loan
LOAN_012746,CUST03804,Payday Loan
LOAN_012747,CUST03805,Not Specified
LOAN_012748,CUST03805,Not Specified
LOAN_012749,CUST03806,Payday Loan
LOAN_012750,CUST03806,Payday Loan
LOAN_012751,CUST03806,Debt Consolidation Loan
LOAN_012752,CUST03806,Credit-Builder Loan
LOAN_012753,CUST03806,Home Equity Loan
LOAN_012754,CUST03806,Home Equity Loan
LOAN_012755,CUST03806,Payday Loan
LOAN_012756,CUST03807,Mortgage Loan
LOAN_012757,CUST03807,Credit-Builder Loan
LOAN_012758,CUST03807,Payday Loan
LOAN_012759,CUST03807,Credit-Builder Loan
LOAN_012760,CUST03809,Student Loan
LOAN_012761,CUST03809,Credit-Builder Loan
LOAN_012762,CUST03809,Not Specified
LOAN_012763,CUST03809,Home Equity Loan
LOAN_012764,CUST03810,Debt Consolidation Loan
LOAN_012765,CUST03810,Credit-Builder Loan
LOAN_012766,CUST03810,Personal Loan
LOAN_012767,CUST03810,Auto Loan
LOAN_012768,CUST03810,Credit-Builder Loan
LOAN_012769,CUST03810,Home Equity Loan
LOAN_012770,CUST03811,Mortgage Loan
LOAN_012771,CUST03811,Debt Consolidation Loan
LOAN_012772,CUST03811,Credit-Builder Loan
LOAN_012773,CUST03812,No Loan
LOAN_012774,CUST03813,Payday Loan
LOAN_012775,CUST03813,Not Specified
LOAN_012776,CUST03813,Personal Loan
LOAN_012777,CUST03813,Debt Consolidation Loan
LOAN_012778,CUST03813,Auto Loan
LOAN_012779,CUST03813,Mortgage Loan
LOAN_012780,CUST03813,Payday Loan
LOAN_012781,CUST03813,Debt Consolidation Loan
LOAN_012782,CUST03813,Personal Loan
LOAN_012783,CUST03814,Debt Consolidation Loan
LOAN_012784,CUST03814,Student Loan
LOAN_012785,CUST03815,Not Specified
LOAN_012786,CUST03815,Auto Loan
LOAN_012787,CUST03815,Not Specified
LOAN_012788,CUST03816,No Loan
LOAN_012789,CUST03817,Auto Loan
LOAN_012790,CUST03817,Auto Loan
LOAN_012791,CUST03818,Home Equity Loan
LOAN_012792,CUST03818,Credit-Builder Loan
LOAN_012793,CUST03818,Student Loan
LOAN_012794,CUST03819,Home Equity Loan
LOAN_012795,CUST03820,Personal Loan
LOAN_012796,CUST03820,Student Loan
LOAN_012797,CUST03820,Payday Loan
LOAN_012798,CUST03820,Not Specified
LOAN_012799,CUST03820,Credit-Builder Loan
LOAN_012800,CUST03820,Debt Consolidation Loan
LOAN_012801,CUST03820,Credit-Builder Loan
LOAN_012802,CUST03820,Not Specified
LOAN_012803,CUST03821,Payday Loan
LOAN_012804,CUST03821,Not Specified
LOAN_012805,CUST03821,Student Loan
LOAN_012806,CUST03821,Not Specified
LOAN_012807,CUST03821,Personal Loan
LOAN_012808,CUST03821,Credit-Builder Loan
LOAN_012809,CUST03821,Payday Loan
LOAN_012810,CUST03821,Personal Loan
LOAN_012811,CUST03821,Auto Loan
LOAN_012812,CUST03822,Student Loan
LOAN_012813,CUST03822,Debt Consolidation Loan
LOAN_012814,CUST03822,Personal Loan
LOAN_012815,CUST03822,Mortgage Loan
LOAN_012816,CUST03823,Home Equity Loan
LOAN_012817,CUST03823,Personal Loan
LOAN_012818,CUST03823,Student Loan
LOAN_012819,CUST03823,Student Loan
LOAN_012820,CUST03823,Debt Consolidation Loan
LOAN_012821,CUST03823,Student Loan
LOAN_012822,CUST03824,No Loan
LOAN_012823,CUST03825,Student Loan
LOAN_012824,CUST03825,Credit-Builder Loan
LOAN_012825,CUST03825,Mortgage Loan
LOAN_012826,CUST03825,Home Equity Loan
LOAN_012827,CUST03825,Not Specified
LOAN_012828,CUST03825,Auto Loan
LOAN_012829,CUST03826,Personal Loan
LOAN_012830,CUST03826,Credit-Builder Loan
LOAN_012831,CUST03826,Credit-Builder Loan
LOAN_012832,CUST03826,Personal Loan
LOAN_012833,CUST03826,Student Loan
LOAN_012834,CUST03826,Not Specified
LOAN_012835,CUST03828,Auto Loan
LOAN_012836,CUST03828,Mortgage Loan
LOAN_012837,CUST03828,Student Loan
LOAN_012838,CUST03828,Not Specified
LOAN_012839,CUST03829,Mortgage Loan
LOAN_012840,CUST03829,Credit-Builder Loan
LOAN_012841,CUST03829,Student Loan
LOAN_012842,CUST03829,Debt Consolidation Loan
LOAN_012843,CUST03830,Mortgage Loan
LOAN_012844,CUST03830,Personal Loan
LOAN_012845,CUST03830,Auto Loan
LOAN_012846,CUST03830,Credit-Builder Loan
LOAN_012847,CUST03831,Personal Loan
