Account_ID,Customer_ID,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Credit_Mix
ACC_CUST03766,CUST03766,3,7,5,4,Standard
ACC_CUST03767,CUST03767,6,3,9,3,Standard
ACC_CUST03768,CUST03768,5,6,8,2,Standard
ACC_CUST03769,CUST03769,2,4,6,4,Good
ACC_CUST03770,CUST03770,1,4,1,3,Good
ACC_CUST03771,CUST03771,6,4,10,3,Good
ACC_CUST03772,CUST03772,3,7,22,7,Standard
ACC_CUST03773,CUST03773,8,4,13,4,Standard
ACC_CUST03774,CUST03774,3,1,11,0,Good
ACC_CUST03775,CUST03775,1,4,12,3,Good
ACC_CUST03776,CUST03776,3,4,9,0,Good
ACC_CUST03777,CUST03777,7,6,33,5,Bad
ACC_CUST03778,CUST03778,2,5,9,4,Good
ACC_CUST03780,CUST03780,5,6,10,3,Standard
ACC_CUST03781,CUST03781,5,6,2,1,Good
ACC_CUST03782,CUST03782,8,7,22,7,Bad
ACC_CUST03783,CUST03783,8,5,18,2,Standard
ACC_CUST03784,CUST03784,5,7,15,0,Standard
ACC_CUST03785,CUST03785,1,6,3,2,Good
ACC_CUST03786,CUST03786,6,10,27,2,Bad
ACC_CUST03787,CUST03787,9,10,24,9,Bad
ACC_CUST03788,CUST03788,4,3,13,2,Standard
ACC_CUST03789,CUST03789,4,5,31,7,Standard
ACC_CUST03790,CUST03790,7,7,14,0,Standard
ACC_CUST03791,CUST03791,7,10,23,8,Bad
ACC_CUST03792,CUST03792,0,7,1,2,Good
ACC_CUST03793,CUST03793,1,1,2,1,Good
ACC_CUST03794,CUST03794,4,7,2,2,Good
ACC_CUST03796,CUST03796,9,7,26,7,Bad
ACC_CUST03797,CUST03797,6,8,19,3,Standard
ACC_CUST03798,CUST03798,1,3,1,0,Good
ACC_CUST03799,CUST03799,4,5,16,3,Standard
ACC_CUST03800,CUST03800,4,7,14,3,Standard
ACC_CUST03801,CUST03801,10,8,24,4,Bad
ACC_CUST03802,CUST03802,3,7,7,2,Standard
ACC_CUST03803,CUST03803,4,5,17,2,Standard
ACC_CUST03804,CUST03804,6,5,16,5,Bad
ACC_CUST03805,CUST03805,0,5,5,2,Good
ACC_CUST03806,CUST03806,9,5,23,7,Bad
ACC_CUST03807,CUST03807,0,2,4,4,Good
ACC_CUST03809,CUST03809,2,3,3,4,Good
ACC_CUST03810,CUST03810,10,8,17,6,Bad
ACC_CUST03811,CUST03811,7,5,17,3,Standard
ACC_CUST03812,CUST03812,1,2,8,0,Good
ACC_CUST03813,CUST03813,8,8,15,9,Bad
ACC_CUST03814,CUST03814,6,6,5,2,Standard
ACC_CUST03815,CUST03815,4,4,13,3,Standard
ACC_CUST03816,CUST03816,3,7,2,0,Standard
ACC_CUST03817,CUST03817,0,3,6,2,Good
ACC_CUST03818,CUST03818,8,6,13,3,Standard
ACC_CUST03819,CUST03819,1,3,3,1,Good
ACC_CUST03820,CUST03820,9,7,32,8,Bad
ACC_CUST03821,CUST03821,6,10,25,9,Bad
ACC_CUST03822,CUST03822,4,3,1,4,Standard
ACC_CUST03823,CUST03823,9,8,18,6,Bad
ACC_CUST03824,CUST03824,2,1,8,0,Good
ACC_CUST03825,CUST03825,6,3,10,6,Standard
ACC_CUST03826,CUST03826,3,3,17,6,Standard
ACC_CUST03828,CUST03828,5,7,9,4,Standard
ACC_CUST03829,CUST03829,5,4,7,4,Standard
ACC_CUST03830,CUST03830,5,6,6,4,Good
ACC_CUST03831,CUST03831,7,8,30,6,Bad
ACC_CUST03832,CUST03832,1,5,9,3,Good
ACC_CUST03833,CUST03833,8,9,28,6,Bad
ACC_CUST03834,CUST03834,7,7,7,4,Standard
ACC_CUST03836,CUST03836,6,4,6,1,Standard
ACC_CUST03837,CUST03837,5,7,3,0,Good
ACC_CUST03838,CUST03838,7,4,6,3,Standard
ACC_CUST03839,CUST03839,3,4,27,7,Standard
ACC_CUST03840,CUST03840,0,5,8,3,Good
ACC_CUST03841,CUST03841,5,6,9,4,Good
ACC_CUST03842,CUST03842,7,9,31,4,Standard
ACC_CUST03843,CUST03843,10,8,34,5,Bad
ACC_CUST03844,CUST03844,4,4,12,1,Good
ACC_CUST03845,CUST03845,3,3,17,0,Standard
ACC_CUST03846,CUST03846,7,10,24,5,Bad
ACC_CUST03847,CUST03847,6,7,27,7,Bad
ACC_CUST03848,CUST03848,6,9,34,8,Bad
ACC_CUST03849,CUST03849,9,7,26,4,Bad
ACC_CUST03851,CUST03851,5,5,8,4,Good
ACC_CUST03852,CUST03852,6,6,25,5,Standard
ACC_CUST03853,CUST03853,7,10,33,9,Bad
ACC_CUST03854,CUST03854,4,4,9,2,Good
ACC_CUST03855,CUST03855,5,7,4,3,Good
ACC_CUST03856,CUST03856,7,4,20,2,Standard
ACC_CUST03857,CUST03857,4,6,12,1,Good
ACC_CUST03858,CUST03858,8,7,16,6,Bad
ACC_CUST03859,CUST03859,8,7,24,9,Bad
ACC_CUST03860,CUST03860,4,5,6,4,Good
ACC_CUST03861,CUST03861,0,7,8,2,Good
ACC_CUST03862,CUST03862,7,10,26,6,Standard
ACC_CUST03863,CUST03863,10,10,18,2,Bad
ACC_CUST03864,CUST03864,3,4,8,5,Standard
ACC_CUST03865,CUST03865,6,4,18,5,Standard
ACC_CUST03866,CUST03866,0,2,10,0,Good
ACC_CUST03867,CUST03867,8,5,16,7,Standard
ACC_CUST03868,CUST03868,6,9,30,7,Standard
ACC_CUST03869,CUST03869,7,5,15,0,Standard
ACC_CUST03870,CUST03870,0,4,8,1,Good
ACC_CUST03871,CUST03871,7,5,15,9,Bad
ACC_CUST03872,CUST03872,7,6,24,5,Bad
ACC_CUST03873,CUST03873,2,1,5,0,Good
ACC_CUST03874,CUST03874,4,4,15,4,Standard
ACC_CUST03875,CUST03875,5,4,6,0,Good
ACC_CUST03876,CUST03876,8,5,24,7,Standard
ACC_CUST03877,CUST03877,4,4,10,4,Standard
ACC_CUST03878,CUST03878,3,6,5,2,Standard
ACC_CUST03879,CUST03879,7,5,16,2,Standard
ACC_CUST03880,CUST03880,3,5,13,4,Standard
ACC_CUST03882,CUST03882,5,4,15,4,Standard
ACC_CUST03883,CUST03883,6,4,17,2,Standard
ACC_CUST03884,CUST03884,5,10,26,6,Standard
ACC_CUST03885,CUST03885,6,5,34,3,Bad
ACC_CUST03886,CUST03886,4,6,10,2,Standard
ACC_CUST03887,CUST03887,3,7,8,2,Standard
ACC_CUST03888,CUST03888,6,7,19,8,Bad
ACC_CUST03889,CUST03889,4,3,7,3,Standard
ACC_CUST03890,CUST03890,6,10,17,5,Bad
ACC_CUST03891,CUST03891,8,6,9,7,Standard
ACC_CUST03892,CUST03892,7,6,5,3,Standard
ACC_CUST03893,CUST03893,8,9,25,7,Bad
ACC_CUST03894,CUST03894,7,3,16,1,Standard
ACC_CUST03895,CUST03895,3,5,2,3,Good
ACC_CUST03896,CUST03896,8,6,5,0,Standard
ACC_CUST03897,CUST03897,8,6,25,5,Bad
ACC_CUST03898,CUST03898,6,5,15,2,Standard
ACC_CUST03899,CUST03899,3,1,7,0,Good
ACC_CUST03900,CUST03900,9,5,22,4,Standard
ACC_CUST03901,CUST03901,2,3,12,3,Good
ACC_CUST03902,CUST03902,5,5,2,0,Good
ACC_CUST03903,CUST03903,0,3,12,2,Good
ACC_CUST03905,CUST03905,7,8,23,7,Standard
ACC_CUST03906,CUST03906,4,6,10,2,Standard
ACC_CUST03907,CUST03907,4,5,11,6,Standard
ACC_CUST03909,CUST03909,9,6,28,8,Bad
ACC_CUST03910,CUST03910,8,6,19,2,Standard
ACC_CUST03911,CUST03911,7,6,23,6,Bad
ACC_CUST03912,CUST03912,6,9,16,7,Bad
ACC_CUST03913,CUST03913,10,10,27,5,Bad
ACC_CUST03914,CUST03914,5,5,10,1,Standard
ACC_CUST03915,CUST03915,3,3,7,2,Good
ACC_CUST03916,CUST03916,1,7,12,1,Good
ACC_CUST03917,CUST03917,5,1,2,2,Good
ACC_CUST03918,CUST03918,0,7,2,2,Good
ACC_CUST03920,CUST03920,6,9,18,5,Bad
ACC_CUST03921,CUST03921,4,7,14,4,Standard
ACC_CUST03922,CUST03922,6,4,12,4,Standard
ACC_CUST03923,CUST03923,3,7,12,0,Standard
ACC_CUST03924,CUST03924,7,3,19,3,Standard
ACC_CUST03925,CUST03925,8,5,25,7,Bad
ACC_CUST03926,CUST03926,7,7,27,7,Bad
ACC_CUST03927,CUST03927,4,3,17,1,Standard
ACC_CUST03928,CUST03928,2,5,9,2,Good
ACC_CUST03929,CUST03929,4,3,6,2,Good
ACC_CUST03930,CUST03930,9,7,31,4,Bad
ACC_CUST03931,CUST03931,1,2,11,2,Good
ACC_CUST03932,CUST03932,4,7,12,3,Good
ACC_CUST03933,CUST03933,8,6,5,2,Standard
ACC_CUST03934,CUST03934,0,4,2,2,Good
ACC_CUST03935,CUST03935,3,7,5,4,Good
ACC_CUST03936,CUST03936,9,6,22,6,Bad
ACC_CUST03937,CUST03937,7,3,4,0,Good
ACC_CUST03938,CUST03938,6,7,3,3,Good
ACC_CUST03939,CUST03939,4,7,19,4,Standard
ACC_CUST03940,CUST03940,8,8,15,6,Bad
ACC_CUST03941,CUST03941,0,5,10,2,Good
ACC_CUST03942,CUST03942,6,5,8,2,Standard
ACC_CUST03943,CUST03943,4,7,19,4,Standard
ACC_CUST03944,CUST03944,5,6,5,0,Standard
ACC_CUST03945,CUST03945,8,8,26,6,Bad
ACC_CUST03946,CUST03946,6,8,28,7,Bad
ACC_CUST03947,CUST03947,3,6,7,0,Standard
ACC_CUST03948,CUST03948,7,3,12,4,Standard
ACC_CUST03949,CUST03949,8,4,7,0,Standard
ACC_CUST03950,CUST03950,10,9,21,7,Bad
ACC_CUST03951,CUST03951,5,7,24,5,Standard
ACC_CUST03952,CUST03952,4,6,8,1,Good
ACC_CUST03953,CUST03953,8,9,24,5,Bad
ACC_CUST03954,CUST03954,9,5,32,5,Bad
ACC_CUST03955,CUST03955,5,5,5,3,Good
ACC_CUST03956,CUST03956,6,4,20,6,Standard
ACC_CUST03957,CUST03957,4,7,20,0,Standard
ACC_CUST03958,CUST03958,5,3,13,3,Standard
ACC_CUST03959,CUST03959,3,7,5,3,Good
ACC_CUST03960,CUST03960,4,6,19,0,Standard
ACC_CUST03961,CUST03961,6,7,32,9,Bad
ACC_CUST03962,CUST03962,3,5,8,0,Good
ACC_CUST03963,CUST03963,9,9,26,8,Bad
ACC_CUST03964,CUST03964,0,6,1,3,Good
ACC_CUST03965,CUST03965,4,1,10,1,Good
ACC_CUST03966,CUST03966,0,4,2,0,Good
ACC_CUST03967,CUST03967,8,6,11,4,Standard
ACC_CUST03968,CUST03968,8,6,22,7,Bad
ACC_CUST03969,CUST03969,3,4,10,3,Standard
ACC_CUST03970,CUST03970,10,10,22,6,Bad
ACC_CUST03971,CUST03971,1,7,9,2,Good
ACC_CUST03972,CUST03972,10,6,15,2,Bad
ACC_CUST03973,CUST03973,5,7,9,1,Standard
ACC_CUST03974,CUST03974,8,7,24,7,Bad
ACC_CUST03975,CUST03975,3,4,14,2,Standard
ACC_CUST03976,CUST03976,4,3,7,4,Standard
ACC_CUST03977,CUST03977,2,2,5,4,Good
ACC_CUST03978,CUST03978,9,8,19,9,Bad
ACC_CUST03979,CUST03979,3,4,6,4,Good
ACC_CUST03980,CUST03980,5,5,11,0,Good
ACC_CUST03981,CUST03981,6,5,18,2,Standard
ACC_CUST03982,CUST03982,7,4,16,2,Standard
ACC_CUST03983,CUST03983,7,6,10,1,Standard
ACC_CUST03984,CUST03984,4,5,16,4,Standard
ACC_CUST03985,CUST03985,1,7,8,3,Good
ACC_CUST03986,CUST03986,3,5,9,3,Good
ACC_CUST03987,CUST03987,4,3,8,5,Standard
ACC_CUST03988,CUST03988,8,9,31,4,Bad
ACC_CUST03989,CUST03989,6,9,16,7,Standard
ACC_CUST03990,CUST03990,4,4,7,3,Good
ACC_CUST03991,CUST03991,4,3,10,3,Standard
ACC_CUST03992,CUST03992,5,5,8,1,Good
ACC_CUST03993,CUST03993,7,8,26,5,Bad
ACC_CUST03994,CUST03994,4,6,8,0,Standard
ACC_CUST03996,CUST03996,2,7,4,4,Good
ACC_CUST03997,CUST03997,6,3,8,3,Standard
ACC_CUST03998,CUST03998,3,4,12,3,Standard
ACC_CUST03999,CUST03999,8,6,25,5,Bad
ACC_CUST04000,CUST04000,6,3,9,3,Standard
ACC_CUST04001,CUST04001,1,6,1,0,Good
ACC_CUST04002,CUST04002,8,7,30,5,Bad
ACC_CUST04003,CUST04003,3,6,13,2,Standard
ACC_CUST04004,CUST04004,6,3,14,4,Standard
ACC_CUST04005,CUST04005,4,4,3,4,Good
ACC_CUST04006,CUST04006,0,3,10,1,Good
ACC_CUST04007,CUST04007,8,10,19,9,Bad
ACC_CUST04008,CUST04008,8,6,16,7,Standard
ACC_CUST04009,CUST04009,8,7,15,7,Standard
ACC_CUST04010,CUST04010,7,5,15,2,Standard
ACC_CUST04012,CUST04012,8,4,8,1,Standard
ACC_CUST04013,CUST04013,4,7,6,7,Standard
ACC_CUST04015,CUST04015,6,4,8,2,Good
ACC_CUST04016,CUST04016,6,5,8,4,Good
ACC_CUST04017,CUST04017,8,6,26,7,Bad
ACC_CUST04018,CUST04018,5,7,24,4,Standard
ACC_CUST04019,CUST04019,0,3,9,2,Good
ACC_CUST04020,CUST04020,6,7,6,4,Standard
ACC_CUST04021,CUST04021,5,3,19,2,Standard
ACC_CUST04022,CUST04022,5,4,6,1,Good
ACC_CUST04023,CUST04023,6,6,27,3,Standard
ACC_CUST04024,CUST04024,7,8,21,9,Bad
ACC_CUST04025,CUST04025,2,4,11,0,Good
ACC_CUST04026,CUST04026,3,7,14,3,Standard
ACC_CUST04027,CUST04027,2,4,9,0,Good
ACC_CUST04028,CUST04028,4,4,2,4,Good
ACC_CUST04029,CUST04029,4,3,9,4,Standard
ACC_CUST04030,CUST04030,8,7,8,0,Standard
ACC_CUST04031,CUST04031,4,6,6,4,Standard
ACC_CUST04032,CUST04032,6,4,10,3,Standard
ACC_CUST04034,CUST04034,7,6,1,2,Standard
ACC_CUST04035,CUST04035,6,3,8,1,Standard
ACC_CUST04036,CUST04036,5,4,10,0,Standard
ACC_CUST04037,CUST04037,5,5,5,3,Good
ACC_CUST04038,CUST04038,2,3,10,0,Good
ACC_CUST04039,CUST04039,5,5,33,3,Standard
ACC_CUST04040,CUST04040,7,10,21,7,Bad
ACC_CUST04041,CUST04041,5,4,20,4,Standard
ACC_CUST04042,CUST04042,3,4,19,3,Standard
ACC_CUST04043,CUST04043,2,4,6,3,Good
ACC_CUST04044,CUST04044,6,6,19,2,Standard
ACC_CUST04045,CUST04045,3,2,7,2,Good
ACC_CUST04046,CUST04046,3,4,11,0,Standard
ACC_CUST04047,CUST04047,9,5,18,3,Bad
ACC_CUST04048,CUST04048,2,4,11,1,Good
ACC_CUST04049,CUST04049,7,4,9,3,Standard
ACC_CUST04051,CUST04051,8,7,6,7,Standard
ACC_CUST04052,CUST04052,2,3,11,3,Good
ACC_CUST04053,CUST04053,7,5,9,3,Standard
ACC_CUST04055,CUST04055,8,3,10,0,Good
ACC_CUST04056,CUST04056,10,6,15,6,Bad
ACC_CUST04058,CUST04058,4,6,4,1,Good
ACC_CUST04059,CUST04059,5,3,23,5,Standard
ACC_CUST04060,CUST04060,9,10,30,3,Bad
ACC_CUST04061,CUST04061,4,4,6,7,Standard
ACC_CUST04062,CUST04062,5,4,8,0,Good
ACC_CUST04063,CUST04063,6,3,13,2,Standard
ACC_CUST04064,CUST04064,3,3,12,0,Good
ACC_CUST04066,CUST04066,8,7,33,9,Bad
ACC_CUST04067,CUST04067,2,7,2,2,Good
ACC_CUST04069,CUST04069,2,4,6,1,Good
ACC_CUST04070,CUST04070,5,7,12,3,Good
ACC_CUST04071,CUST04071,3,7,12,4,Standard
ACC_CUST04072,CUST04072,9,7,24,9,Bad
ACC_CUST04073,CUST04073,1,1,7,1,Good
ACC_CUST04074,CUST04074,0,3,8,3,Good
ACC_CUST04075,CUST04075,8,7,8,5,Standard
ACC_CUST04077,CUST04077,9,8,31,2,Bad
ACC_CUST04078,CUST04078,4,4,5,3,Good
ACC_CUST04079,CUST04079,9,6,21,9,Bad
ACC_CUST04080,CUST04080,10,5,33,5,Bad
ACC_CUST04081,CUST04081,9,7,15,8,Bad
ACC_CUST04082,CUST04082,3,3,24,2,Standard
ACC_CUST04083,CUST04083,6,6,7,4,Good
ACC_CUST04084,CUST04084,5,7,14,4,Standard
ACC_CUST04085,CUST04085,10,5,18,8,Bad
ACC_CUST04086,CUST04086,6,5,23,5,Bad
ACC_CUST04087,CUST04087,4,5,6,4,Standard
ACC_CUST04088,CUST04088,3,4,14,4,Standard
ACC_CUST04089,CUST04089,10,10,33,6,Bad
ACC_CUST04090,CUST04090,8,3,8,3,Standard
ACC_CUST04091,CUST04091,3,5,6,2,Standard
ACC_CUST04092,CUST04092,8,6,28,9,Bad
ACC_CUST04094,CUST04094,8,10,19,8,Bad
ACC_CUST04095,CUST04095,3,5,9,4,Good
ACC_CUST04096,CUST04096,1,1,4,4,Good
ACC_CUST04097,CUST04097,0,7,12,4,Good
ACC_CUST04098,CUST04098,3,3,7,4,Good
ACC_CUST04099,CUST04099,4,2,2,0,Good
ACC_CUST04100,CUST04100,10,7,21,6,Bad
ACC_CUST04102,CUST04102,8,3,15,4,Standard
ACC_CUST04103,CUST04103,8,7,22,8,Bad
ACC_CUST04104,CUST04104,8,8,29,7,Bad
ACC_CUST04105,CUST04105,7,5,17,0,Standard
ACC_CUST04106,CUST04106,7,6,16,6,Standard
ACC_CUST04107,CUST04107,2,5,12,0,Good
ACC_CUST04108,CUST04108,3,7,6,4,Standard
ACC_CUST04109,CUST04109,7,4,7,2,Standard
ACC_CUST04110,CUST04110,7,5,21,5,Bad
ACC_CUST04111,CUST04111,5,5,8,2,Good
ACC_CUST04112,CUST04112,5,7,17,1,Standard
ACC_CUST04113,CUST04113,3,3,28,7,Standard
ACC_CUST04114,CUST04114,8,5,13,4,Standard
ACC_CUST04115,CUST04115,4,7,1,3,Good
ACC_CUST04116,CUST04116,7,8,29,6,Bad
ACC_CUST04117,CUST04117,4,7,6,3,Good
ACC_CUST04118,CUST04118,5,4,17,4,Standard
ACC_CUST04119,CUST04119,0,5,10,2,Good
ACC_CUST04120,CUST04120,3,2,12,1,Good
ACC_CUST04121,CUST04121,4,4,16,7,Standard
ACC_CUST04122,CUST04122,6,3,18,2,Standard
ACC_CUST04123,CUST04123,5,5,27,7,Standard
ACC_CUST04124,CUST04124,5,6,8,4,Standard
ACC_CUST04125,CUST04125,4,7,10,5,Standard
ACC_CUST04126,CUST04126,3,4,19,0,Standard
ACC_CUST04128,CUST04128,1,4,7,0,Good
ACC_CUST04129,CUST04129,0,5,11,0,Good
ACC_CUST04130,CUST04130,0,3,9,3,Good
ACC_CUST04131,CUST04131,6,10,28,8,Bad
ACC_CUST04132,CUST04132,9,8,31,7,Bad
ACC_CUST04133,CUST04133,3,7,15,4,Standard
ACC_CUST04134,CUST04134,7,6,11,3,Standard
ACC_CUST04135,CUST04135,4,3,7,0,Good
ACC_CUST04137,CUST04137,0,6,12,4,Good
ACC_CUST04138,CUST04138,5,4,16,1,Standard
ACC_CUST04139,CUST04139,10,5,26,7,Bad
ACC_CUST04140,CUST04140,5,4,8,2,Standard
ACC_CUST04141,CUST04141,2,7,2,2,Good
ACC_CUST04142,CUST04142,4,6,16,2,Standard
ACC_CUST04143,CUST04143,7,10,21,2,Bad
ACC_CUST04144,CUST04144,10,7,26,9,Bad
ACC_CUST04145,CUST04145,6,9,18,7,Bad
ACC_CUST04146,CUST04146,0,1,1,1,Good
ACC_CUST04147,CUST04147,4,5,11,2,Good
ACC_CUST04149,CUST04149,6,7,8,1,Standard
ACC_CUST04150,CUST04150,3,7,3,1,Good
ACC_CUST04151,CUST04151,7,4,16,4,Standard
ACC_CUST04152,CUST04152,2,4,12,4,Good
ACC_CUST04153,CUST04153,3,2,1,2,Good
ACC_CUST04154,CUST04154,1,3,10,1,Good
ACC_CUST04155,CUST04155,3,5,20,7,Standard
ACC_CUST04156,CUST04156,5,5,11,4,Good
ACC_CUST04157,CUST04157,2,3,7,0,Good
ACC_CUST04158,CUST04158,4,5,15,7,Standard
ACC_CUST04159,CUST04159,8,5,16,2,Standard
ACC_CUST04160,CUST04160,10,10,17,6,Bad
ACC_CUST04161,CUST04161,8,3,18,3,Standard
ACC_CUST04163,CUST04163,2,3,7,1,Good
ACC_CUST04164,CUST04164,10,10,19,8,Bad
ACC_CUST04166,CUST04166,9,8,21,7,Bad
ACC_CUST04167,CUST04167,4,6,27,4,Standard
ACC_CUST04168,CUST04168,6,9,15,3,Bad
ACC_CUST04169,CUST04169,8,7,19,9,Bad
ACC_CUST04170,CUST04170,6,10,34,7,Standard
ACC_CUST04171,CUST04171,5,7,15,0,Standard
ACC_CUST04172,CUST04172,4,2,11,4,Good
ACC_CUST04173,CUST04173,8,7,8,6,Standard
ACC_CUST04175,CUST04175,4,7,20,3,Standard
ACC_CUST04176,CUST04176,7,10,15,2,Standard
ACC_CUST04177,CUST04177,9,7,29,6,Bad
ACC_CUST04178,CUST04178,3,3,4,4,Good
ACC_CUST04179,CUST04179,4,5,8,1,Standard
ACC_CUST04180,CUST04180,8,7,6,0,Standard
ACC_CUST04181,CUST04181,2,5,3,1,Good
ACC_CUST04182,CUST04182,4,6,4,0,Good
ACC_CUST04183,CUST04183,10,7,18,5,Bad
ACC_CUST04184,CUST04184,4,4,12,3,Good
ACC_CUST04185,CUST04185,6,5,8,1,Good
ACC_CUST04186,CUST04186,1,4,6,0,Good
ACC_CUST04187,CUST04187,7,10,29,6,Bad
ACC_CUST04188,CUST04188,3,9,25,6,Standard
ACC_CUST04189,CUST04189,0,7,8,3,Good
ACC_CUST04190,CUST04190,1,3,6,4,Good
ACC_CUST04191,CUST04191,1,5,3,3,Good
ACC_CUST04192,CUST04192,6,5,32,9,Bad
ACC_CUST04193,CUST04193,3,5,5,4,Good
ACC_CUST04194,CUST04194,9,5,18,7,Bad
ACC_CUST04195,CUST04195,4,4,1,3,Good
ACC_CUST04196,CUST04196,8,3,19,3,Standard
ACC_CUST04197,CUST04197,7,7,23,5,Standard
ACC_CUST04198,CUST04198,2,4,9,1,Good
ACC_CUST04199,CUST04199,8,10,24,7,Bad
ACC_CUST04200,CUST04200,9,10,23,5,Bad
ACC_CUST04201,CUST04201,7,5,30,5,Bad
ACC_CUST04202,CUST04202,9,8,18,6,Standard
ACC_CUST04204,CUST04204,6,6,19,1,Standard
ACC_CUST04205,CUST04205,7,4,18,4,Standard
ACC_CUST04206,CUST04206,4,4,6,2,Good
ACC_CUST04207,CUST04207,3,6,9,3,Good
ACC_CUST04208,CUST04208,8,7,8,2,Good
ACC_CUST04209,CUST04209,7,6,17,2,Standard
ACC_CUST04210,CUST04210,10,5,32,8,Bad
ACC_CUST04211,CUST04211,7,5,7,0,Standard
ACC_CUST04212,CUST04212,8,4,17,0,Standard
ACC_CUST04213,CUST04213,6,9,20,7,Bad
ACC_CUST04214,CUST04214,8,6,14,1,Standard
ACC_CUST04215,CUST04215,3,7,15,2,Standard
ACC_CUST04217,CUST04217,3,7,8,3,Standard
ACC_CUST04218,CUST04218,10,6,16,6,Bad
ACC_CUST04219,CUST04219,0,7,7,1,Good
ACC_CUST04220,CUST04220,8,9,23,3,Bad
ACC_CUST04221,CUST04221,3,5,12,2,Standard
ACC_CUST04222,CUST04222,8,7,3,4,Standard
ACC_CUST04223,CUST04223,5,3,10,3,Good
ACC_CUST04224,CUST04224,4,5,1,4,Good
ACC_CUST04225,CUST04225,4,5,10,3,Good
ACC_CUST04226,CUST04226,7,3,10,2,Standard
ACC_CUST04227,CUST04227,4,5,5,3,Standard
ACC_CUST04228,CUST04228,6,8,21,9,Bad
ACC_CUST04229,CUST04229,6,7,11,1,Standard
ACC_CUST04230,CUST04230,1,5,7,3,Good
ACC_CUST04231,CUST04231,9,10,22,7,Bad
ACC_CUST04232,CUST04232,3,3,17,3,Standard
ACC_CUST04233,CUST04233,5,6,20,0,Standard
ACC_CUST04234,CUST04234,9,7,23,8,Bad
ACC_CUST04235,CUST04235,8,3,18,1,Standard
ACC_CUST04236,CUST04236,8,7,33,5,Bad
ACC_CUST04237,CUST04237,0,4,10,1,Good
ACC_CUST04238,CUST04238,6,7,11,0,Standard
ACC_CUST04239,CUST04239,5,4,7,0,Good
ACC_CUST04240,CUST04240,5,3,29,5,Standard
ACC_CUST04241,CUST04241,3,7,9,0,Standard
ACC_CUST04242,CUST04242,3,4,4,4,Good
ACC_CUST04243,CUST04243,7,3,14,0,Standard
ACC_CUST04244,CUST04244,3,6,6,1,Good
ACC_CUST04245,CUST04245,1,4,2,4,Good
ACC_CUST04246,CUST04246,6,6,6,4,Standard
ACC_CUST04247,CUST04247,5,4,14,5,Standard
ACC_CUST04248,CUST04248,6,7,17,0,Standard
ACC_CUST04249,CUST04249,3,5,9,3,Standard
ACC_CUST04250,CUST04250,4,6,25,5,Standard
ACC_CUST04251,CUST04251,3,5,12,0,Good
ACC_CUST04252,CUST04252,7,5,12,2,Standard
ACC_CUST04253,CUST04253,1,4,9,4,Good
ACC_CUST04254,CUST04254,5,2,7,4,Good
ACC_CUST04255,CUST04255,3,3,10,2,Standard
ACC_CUST04256,CUST04256,7,7,8,1,Standard
ACC_CUST04257,CUST04257,10,10,21,6,Bad
ACC_CUST04258,CUST04258,1,6,12,0,Good
ACC_CUST04259,CUST04259,6,7,8,3,Standard
ACC_CUST04260,CUST04260,3,4,1,3,Good
ACC_CUST04261,CUST04261,8,8,33,5,Bad
ACC_CUST04262,CUST04262,3,4,5,1,Good
ACC_CUST04263,CUST04263,6,8,17,4,Bad
ACC_CUST04264,CUST04264,4,5,3,2,Good
ACC_CUST04265,CUST04265,3,4,14,4,Standard
ACC_CUST04266,CUST04266,6,9,23,5,Bad
ACC_CUST04267,CUST04267,7,3,15,1,Standard
ACC_CUST04268,CUST04268,1,7,10,4,Good
ACC_CUST04269,CUST04269,6,3,17,0,Standard
ACC_CUST04270,CUST04270,9,6,26,3,Standard
ACC_CUST04271,CUST04271,1,5,8,0,Good
ACC_CUST04272,CUST04272,7,9,18,6,Bad
ACC_CUST04273,CUST04273,5,2,5,3,Good
ACC_CUST04274,CUST04274,8,4,20,4,Standard
ACC_CUST04275,CUST04275,2,1,12,2,Good
ACC_CUST04276,CUST04276,7,10,18,8,Bad
ACC_CUST04277,CUST04277,6,5,13,7,Standard
ACC_CUST04278,CUST04278,1,5,5,4,Good
ACC_CUST04279,CUST04279,6,5,18,1,Standard
ACC_CUST04280,CUST04280,2,3,6,2,Good
ACC_CUST04281,CUST04281,7,4,11,2,Standard
ACC_CUST04283,CUST04283,5,4,5,3,Good
ACC_CUST04284,CUST04284,7,4,13,1,Standard
ACC_CUST04285,CUST04285,8,4,14,2,Standard
ACC_CUST04286,CUST04286,8,4,5,0,Standard
ACC_CUST04287,CUST04287,4,7,27,5,Standard
ACC_CUST04288,CUST04288,7,4,10,6,Standard
ACC_CUST04289,CUST04289,4,6,1,0,Good
ACC_CUST04290,CUST04290,5,5,16,4,Standard
ACC_CUST04291,CUST04291,4,5,2,1,Good
ACC_CUST04292,CUST04292,9,7,19,2,Bad
ACC_CUST04293,CUST04293,5,5,8,0,Good
ACC_CUST04295,CUST04295,4,4,4,1,Good
ACC_CUST04296,CUST04296,3,3,10,2,Standard
ACC_CUST04297,CUST04297,4,4,14,7,Standard
ACC_CUST04298,CUST04298,1,3,4,3,Good
ACC_CUST04299,CUST04299,9,10,15,5,Bad
ACC_CUST04300,CUST04300,10,9,31,2,Bad
